EH1 1AD,55.94897401969207,-3.192783387983966
EH1 1BB,55.95196682659548,-3.189928691821295
EH1 1BD,55.95233180396539,-3.1874895921102193
EH1 1BE,55.95196682659548,-3.189928691821295
EH1 1BJ,55.95081595653151,-3.19093431918152
EH1 1BL,55.95067517823685,-3.1915545557584095
EH1 1BN,55.950787759425424,-3.1901327341955374
EH1 1BP,55.950741762918824,-3.1902434233565136
EH1 1BQ,55.95263668016116,-3.191278501118395
EH1 1BS,55.95072563451596,-3.1891219234838197
EH1 1BU,55.95093020678302,-3.188407545675162
EH1 1BX,55.95080043212701,-3.1888199433510636
EH1 1DD,55.94967628357083,-3.1870559851954883
EH1 1DE,55.950741762918824,-3.1902434233565136
EH1 1DF,55.95126554911655,-3.1899712348682963
EH1 1DH,55.95115666657495,-3.1854197677713705
EH1 1DR,55.950939332505975,-3.184660446890756
EH1 1DT,55.95094471842574,-3.1841001061655256
EH1 1DY,55.950889796867365,-3.188870725731133
EH1 1EE,55.94796500494826,-3.192127845155637
EH1 1EG,55.948464788998706,-3.1924794871925255
EH1 1EJ,55.94801595790433,-3.191504894642434
EH1 1EL,55.947542345582285,-3.1912341382466956
EH1 1EN,55.94731390551809,-3.191627446845504
EH1 1ES,55.94731390551809,-3.191627446845504
EH1 1EY,55.94653749770105,-3.19014644748094
EH1 1EZ,55.945893672397204,-3.189822460361776
EH1 1HA,55.945893672397204,-3.189822460361776
EH1 1HB,55.94627697787728,-3.1892097286189753
EH1 1HD,55.946574492359,-3.189106760721951
EH1 1HE,55.94651346635016,-3.1889127386816742
EH1 1HN,55.94894713271049,-3.18719380688796
EH1 1HR,55.94833923105687,-3.1868709473901324
EH1 1HS,55.94801017381112,-3.1883821360004783
EH1 1HT,55.94801295263835,-3.1880939829356607
EH1 1HU,55.947392268543126,-3.190957308789109
EH1 1JB,55.947354789882375,-3.1911162877958965
EH1 1JF,55.94699622132447,-3.189167726753118
EH1 1JG,55.94831682476987,-3.1882634238850223
EH1 1JH,55.94850453761505,-3.1883652548642023
EH1 1JJ,55.94875852661819,-3.1881168195996836
EH1 1JN,55.948547018814544,-3.190480332563547
EH1 1JQ,55.94850126604972,-3.187772657561341
EH1 1JR,55.94794146215043,-3.1927035972775433
EH1 1JS,55.948148049852875,-3.189923635969301
EH1 1JT,55.94840513287484,-3.1893550400422317
EH1 1JU,55.94802198886955,-3.193666868153003
EH1 1JW,55.94817826765673,-3.191445827080083
EH1 1JX,55.94814062615926,-3.1934783593756166
EH1 1JY,55.94772633180266,-3.1935777044673372
EH1 1JZ,55.94791478596684,-3.188955688645135
EH1 1LA,55.947924575162524,-3.190733453917429
EH1 1LB,55.947924575162524,-3.190733453917429
EH1 1LD,55.947924575162524,-3.190733453917429
EH1 1LG,55.94929187284229,-3.186852055703515
EH1 1LL,55.94890715338193,-3.186680148065823
EH1 1LS,55.94763000738132,-3.1858724498851063
EH1 1LT,55.94810312169254,-3.18526239645181
EH1 1LU,55.94811533791529,-3.1849264910883766
EH1 1LY,55.94878987049426,-3.1857958147572805
EH1 1LZ,55.94897393992117,-3.184408256682168
EH1 1NA,55.94897393992117,-3.184408256682168
EH1 1NB,55.94966336129996,-3.1855983238763463
EH1 1ND,55.949965227016904,-3.191564773773855
EH1 1NE,55.949255436659286,-3.1859701849976285
EH1 1NL,55.94965946063954,-3.1850697457279606
EH1 1NN,55.948683816156255,-3.1865452073943117
EH1 1NP,55.94840499543218,-3.185639928547632
EH1 1NQ,55.94913121787019,-3.1858062500516326
EH1 1NS,55.948460632909644,-3.186394259592804
EH1 1NU,55.94965946063954,-3.1850697457279606
EH1 1NY,55.950475525701385,-3.1898989539441533
EH1 1PB,55.95047519719803,-3.189002145738154
EH1 1PD,55.950304651749086,-3.188052081052596
EH1 1PE,55.95017860987745,-3.189009068015425
EH1 1PG,55.95038679315656,-3.190712956887523
EH1 1PL,55.95038679315656,-3.190712956887523
EH1 1PN,55.94994524316039,-3.19084352817862
EH1 1PQ,55.949965227016904,-3.191564773773855
EH1 1PS,55.950013546475105,-3.1912139487321514
EH1 1PT,55.94984581840205,-3.1918333434304547
EH1 1PW,55.94986657096949,-3.1915457289986557
EH1 1PX,55.950385986979995,-3.1889353541330996
EH1 1PZ,55.9502712183839,-3.188723651936143
EH1 1QA,55.95025433382867,-3.1886110353467143
EH1 1QB,55.95115915984777,-3.190752683036635
EH1 1QG,55.95093020678302,-3.188407545675162
EH1 1QL,55.95093020678302,-3.188407545675162
EH1 1QN,55.95048446243335,-3.188041574519399
EH1 1QQ,55.949804266466295,-3.1886933271435045
EH1 1QR,55.94910357791482,-3.187743060376928
EH1 1QS,55.949804266466295,-3.1886933271435045
EH1 1QT,55.94972589192313,-3.1884347021923056
EH1 1QU,55.949756726586855,-3.188964107441248
EH1 1QW,55.949621494587355,-3.1880791977619882
EH1 1QX,55.949734589331335,-3.1893958054009985
EH1 1QY,55.94928635152728,-3.1883571799658825
EH1 1RB,55.94956996221741,-3.1896950209206367
EH1 1RD,55.949448220979676,-3.1892749273502305
EH1 1RE,55.94958546666936,-3.19088052409563
EH1 1RF,55.949298468264516,-3.189894872705039
